sName,sSymbol,eligble voters,voters,droped,valid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,district,subdistrict,Natural area,Municipal status,Metropolitan affiliation,religion,Total Population 2018,Jews and others,Thereof: Jews,Arabs,Founding year,Current type of locality,Organizational affiliation,Coordinates,height,Planning Commission,Police space,year,Cluster Local Authorities
Kefar Masaryk,297,594,389,0,389,0,155,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,1,0,0,0,15,0,0,0,193,0,1,0,0,0,0,0,2,24,246.0,4.0,241.0,1.0,831.0,830.0,811.0,1.0,1938,330,15.0,2097075506.0,3.0,201.0,10004315.0,2018,212.0
Mesillot,298,436,287,1,286,0,116,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,9,0,0,0,145,0,0,0,1,0,0,0,2,23,231.0,7.0,0.0,1.0,430.0,430.0,416.0,0.0,1938,330,15.0,2448071130.0,-115.0,202.0,10004568.0,2018,214.0
Daliyya,300,651,475,0,475,0,213,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11,0,0,0,237,1,0,0,0,0,0,0,2,23,236.0,13.0,0.0,1.0,801.0,800.0,742.0,1.0,1939,330,15.0,2072972171.0,170.0,254.0,10004394.0,2018,213.0
Bet Uzzi'el,301,466,337,1,336,0,21,0,0,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,137,0,0,0,87,16,0,0,11,1,0,0,4,43,432.0,30.0,143.0,1.0,645.0,645.0,636.0,0.0,1956,310,2.0,1911464200.0,120.0,426.0,10002228.0,2018,0.0
Dafna,302,573,452,1,451,0,138,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,37,0,0,0,246,4,0,0,4,0,0,0,2,21,211.0,1.0,0.0,1.0,965.0,964.0,957.0,1.0,1939,330,15.0,2599179280.0,121.0,253.0,10004591.0,2018,211.0
Dan,303,528,409,2,407,0,177,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,11,0,0,0,201,0,0,0,0,0,0,0,2,21,211.0,1.0,0.0,1.0,732.0,731.0,711.0,1.0,1939,330,15.0,2612879396.0,160.0,253.0,10004591.0,2018,211.0
Sede Eliyyahu,304,615,356,1,355,0,21,0,0,0,212,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,44,0,1,0,10,1,0,0,2,23,231.0,7.0,0.0,1.0,691.0,691.0,685.0,0.0,1939,330,3.0,2485370519.0,-201.0,202.0,10004568.0,2018,214.0
Gesher,305,416,250,2,248,0,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,1,0,0,0,22,0,0,0,115,0,0,0,1,0,0,0,2,23,231.0,7.0,0.0,1.0,421.0,419.0,400.0,2.0,1939,330,15.0,2519972518.0,-220.0,202.0,10004568.0,2018,214.0
Shadmot Devora,306,491,399,0,399,0,67,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,39,0,0,0,260,1,0,0,3,0,0,0,2,22,222.0,3.0,0.0,1.0,686.0,685.0,671.0,1.0,1939,310,1.0,2411773355.0,80.0,206.0,10004552.0,2018,214.0
HaZore'im,307,514,419,0,419,0,11,0,0,0,227,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,104,0,0,0,15,13,9,0,34,0,0,0,2,22,222.0,3.0,0.0,1.0,1035.0,1035.0,1035.0,0.0,1939,310,2.0,2473873908.0,-71.0,206.0,10004552.0,2018,214.0
Mahanayim,308,554,385,3,382,0,91,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,3,0,0,0,82,0,0,0,173,0,2,0,3,0,0,0,2,21,213.0,1.0,0.0,1.0,774.0,774.0,761.0,0.0,1939,330,15.0,2536376606.0,250.0,253.0,10004540.0,2018,211.0
Nehora,309,950,718,3,715,0,44,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,330,0,0,0,149,91,13,0,10,0,0,0,6,61,612.0,50.0,0.0,1.0,1175.0,1175.0,1159.0,0.0,1956,350,0.0,1721261462.0,90.0,634.0,10001813.0,2018,0.0
Kefar Glikson,310,282,214,0,214,0,80,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,108,0,0,0,2,0,0,0,3,32,324.0,14.0,0.0,1.0,323.0,323.0,319.0,0.0,1939,330,6.0,2006571239.0,50.0,351.0,10004333.0,2018,0.0
Gan Soreq,311,265,202,0,202,0,24,0,0,0,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,35,0,0,0,114,0,0,0,0,0,0,0,4,44,442.0,27.0,143.0,1.0,688.0,688.0,684.0,0.0,1950,310,1.0,1775365029.0,29.0,456.0,15002488.0,2018,0.0
Newe Yam,312,209,162,0,162,0,29,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,47,0,0,0,64,1,0,0,4,0,0,0,3,32,321.0,15.0,223.0,1.0,239.0,239.0,236.0,0.0,1939,330,15.0,1937773169.0,-3.0,303.0,10004710.0,2018,0.0
Afeq,313,497,365,0,365,0,100,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,17,0,0,0,225,0,0,0,1,0,0,0,2,24,246.0,4.0,241.0,1.0,684.0,671.0,665.0,13.0,1939,330,15.0,2122974931.0,11.0,201.0,10004207.0,2018,212.0
Negba,315,701,482,1,481,0,162,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,27,0,0,0,246,2,1,0,2,0,0,0,6,61,611.0,35.0,0.0,1.0,952.0,952.0,918.0,0.0,1939,330,15.0,1699561890.0,71.0,632.0,10001813.0,2018,420.0
Kefar Netter,316,738,577,0,577,0,109,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,67,0,0,0,362,3,0,0,0,0,0,0,4,41,411.0,19.0,141.0,1.0,1222.0,1222.0,1208.0,0.0,1939,310,10.0,1881168690.0,10.0,401.0,15000060.0,2018,0.0
Bet Oren,317,307,205,0,205,0,67,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,20,0,0,0,106,0,2,0,1,0,0,0,3,32,322.0,15.0,223.0,1.0,467.0,454.0,442.0,13.0,1939,330,15.0,2008573740.0,338.0,303.0,10004171.0,2018,0.0
Ammi'oz,318,209,138,0,138,0,6,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,45,0,0,0,36,14,0,0,0,0,0,0,6,62,622.0,38.0,0.0,1.0,206.0,205.0,204.0,1.0,1957,310,1.0,1440657325.0,120.0,651.0,10001893.0,2018,620.0
Amir,319,496,357,0,357,0,162,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,5,1,0,0,0,0,18,0,0,0,161,0,0,0,2,0,0,0,2,21,211.0,1.0,0.0,1.0,592.0,589.0,561.0,3.0,1939,330,15.0,2582378705.0,75.0,253.0,10004591.0,2018,211.0
Kefar Warburg,320,819,652,0,652,0,101,0,0,0,14,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,1,0,0,0,90,0,0,0,389,5,2,0,1,0,0,0,6,61,611.0,33.0,143.0,1.0,1142.0,1142.0,1128.0,0.0,1939,310,1.0,1741662526.0,48.0,616.0,10001821.0,2018,420.0
Bet Hillel,322,569,403,0,403,0,91,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,23,0,0,0,265,1,0,0,4,0,0,0,2,21,211.0,55.0,0.0,1.0,791.0,790.0,778.0,1.0,1940,310,1.0,2568779040.0,80.0,253.0,10004591.0,2018,211.0
She'ar Yashuv,324,423,298,0,298,0,51,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,68,0,0,0,151,2,1,0,5,0,0,0,2,21,211.0,55.0,0.0,1.0,667.0,666.0,639.0,1.0,1940,310,6.0,2606879240.0,109.0,253.0,10004591.0,2018,211.0
Mazzuva,325,834,580,0,580,0,118,0,0,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0,99,0,0,0,312,4,0,0,2,1,0,0,2,24,244.0,4.0,0.0,1.0,1171.0,1171.0,1148.0,0.0,1940,330,15.0,2150377427.0,51.0,201.0,10004302.0,2018,212.0
Bet Yizhaq-Sh. Hefer,326,1615,1240,4,1236,0,224,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,47,0,0,0,0,0,111,0,0,0,799,2,4,0,5,0,0,0,4,41,411.0,16.0,141.0,1.0,2079.0,2079.0,2048.0,0.0,1940,191,0.0,1899269340.0,12.0,409.0,15000060.0,2018,0.0
Sedot Yam,327,698,577,3,574,0,155,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,1,0,0,0,41,0,0,0,339,7,7,0,3,0,0,0,3,32,324.0,15.0,0.0,1.0,1055.0,1054.0,1011.0,1.0,1940,330,15.0,1901471092.0,0.0,303.0,10004261.0,2018,0.0
Sede Nehemya,329,745,576,1,575,0,153,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,101,0,0,0,275,4,0,0,0,0,0,0,2,21,211.0,1.0,0.0,1.0,1216.0,1215.0,1184.0,1.0,1940,330,15.0,2585578807.0,75.0,253.0,10004591.0,2018,211.0
Alummot,330,303,208,0,208,0,77,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,23,0,0,0,94,1,1,0,1,0,0,0,2,22,221.0,6.0,0.0,1.0,410.0,409.0,400.0,1.0,1941,330,15.0,2515173475.0,-8.0,214.0,10004552.0,2018,214.0
Nir Zevi,331,915,713,0,713,0,172,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,1,0,0,0,0,74,0,0,0,407,4,3,0,0,0,0,0,4,43,432.0,40.0,133.0,1.0,1316.0,1316.0,1296.0,0.0,1954,310,10.0,1871665110.0,48.0,425.0,10002228.0,2018,0.0
Qevuzat Yavne,334,599,437,1,436,0,46,0,0,0,169,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,66,0,0,0,130,2,1,0,5,1,0,0,4,44,441.0,29.0,143.0,1.0,976.0,976.0,976.0,0.0,1941,330,3.0,1735563595.0,40.0,456.0,10001821.0,2018,420.0
Ramat HaShofet,335,721,511,2,509,0,209,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,28,0,0,0,251,0,0,0,0,0,0,0,2,23,236.0,13.0,0.0,1.0,1067.0,1067.0,1002.0,0.0,1941,330,15.0,2091072404.0,210.0,254.0,10004394.0,2018,213.0
Dorot,336,551,404,0,404,0,154,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,22,0,0,0,203,1,0,0,1,0,0,0,6,61,614.0,37.0,0.0,1.0,822.0,820.0,795.0,2.0,1941,330,15.0,1663560173.0,89.0,651.0,10001829.0,2018,620.0
Ibbim,338,107,24,0,24,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,3,0,0,0,3,0,0,0,6,61,614.0,37.0,0.0,1.0,277.0,277.0,40.0,0.0,1991,340,0.0,1629760477.0,69.0,651.0,10001829.0,2018,620.0
Ramat Zevi,339,446,373,0,373,0,81,0,0,0,12,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0,0,31,0,0,0,204,1,3,0,6,0,0,0,2,23,233.0,8.0,0.0,1.0,690.0,685.0,676.0,5.0,1942,310,1.0,2391272193.0,29.0,204.0,10004394.0,2018,213.0
Gat(Qibbuz),340,557,400,1,399,0,143,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,23,0,0,0,208,2,0,0,3,0,0,0,6,61,611.0,35.0,0.0,1.0,827.0,827.0,800.0,0.0,1941,330,15.0,1805861511.0,131.0,632.0,10001813.0,2018,420.0
Gevar'am,342,318,234,0,234,0,55,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,26,0,0,0,124,3,0,0,0,0,0,0,6,61,614.0,36.0,0.0,1.0,470.0,470.0,450.0,0.0,1942,330,15.0,1632461117.0,75.0,633.0,10001829.0,2018,0.0
Hamadya,343,300,220,0,220,0,59,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,33,0,0,0,116,1,1,0,0,0,0,0,2,23,231.0,7.0,0.0,1.0,364.0,362.0,356.0,2.0,1942,330,15.0,2490971407.0,-184.0,202.0,10004568.0,2018,214.0
Ma'anit,344,548,444,1,443,0,200,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,23,0,0,0,202,1,0,0,2,0,0,0,3,32,324.0,14.0,0.0,1.0,766.0,766.0,731.0,0.0,1942,330,15.0,2028770696.0,50.0,351.0,15002436.0,2018,0.0
Kefar Szold,345,488,353,3,350,0,120,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,206,0,0,0,0,0,0,0,2,21,211.0,1.0,0.0,1.0,632.0,631.0,606.0,1.0,1942,330,15.0,2617578900.0,90.0,253.0,10004591.0,2018,211.0
Gelil Yam,346,348,264,2,262,0,92,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,0,1,0,0,0,11,0,0,0,136,7,0,0,0,0,0,0,5,51,511.0,19.0,121.0,1.0,520.0,520.0,516.0,0.0,1943,330,15.0,1842067381.0,34.0,401.0,10001605.0,2018,0.0
Menara,347,212,151,0,151,0,62,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,2,21,212.0,1.0,0.0,1.0,246.0,246.0,225.0,0.0,1943,330,15.0,2511778903.0,802.0,253.0,10004591.0,2018,211.0
Nir Am,348,386,260,0,260,0,100,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,24,0,0,0,114,1,1,0,3,0,0,0,6,61,614.0,37.0,0.0,1.0,573.0,573.0,566.0,0.0,1943,330,15.0,1601360324.0,103.0,651.0,10001829.0,2018,620.0
Nizzan,351,1393,1088,2,1086,0,20,0,0,0,487,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,336,0,0,0,32,47,10,0,142,0,0,0,6,61,614.0,36.0,0.0,1.0,2343.0,2343.0,2340.0,0.0,1949,190,0.0,1651362761.0,30.0,633.0,10001805.0,2018,0.0
Gevulot,352,300,188,1,187,0,86,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,28,0,1,0,0,0,13,0,0,0,53,0,0,0,0,0,0,0,6,62,622.0,38.0,0.0,1.0,344.0,344.0,291.0,0.0,1943,330,15.0,1490356905.0,130.0,651.0,10001893.0,2018,620.0
Bet Zeid,353,114,74,5,69,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,40,1,0,0,0,0,0,0,2,23,235.0,9.0,0.0,1.0,79.0,79.0,76.0,0.0,1943,350,0.0,2110773411.0,70.0,254.0,10004207.0,2018,213.0
Revivim,354,700,437,3,434,0,187,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,0,0,18,0,0,0,180,0,0,0,2,0,0,0,6,62,626.0,48.0,0.0,1.0,1081.0,1074.0,958.0,7.0,1943,330,15.0,1734455040.0,275.0,620.0,10001918.0,2018,610.0
Horeshim,355,294,198,0,198,0,75,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,33,0,0,0,78,0,0,0,1,0,0,0,4,42,421.0,20.0,142.0,1.0,330.0,325.0,313.0,5.0,1955,330,15.0,1974467160.0,58.0,417.0,15000658.0,2018,0.0
HaGosherim,356,636,451,2,449,0,119,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,17,0,1,0,0,0,52,0,0,0,243,3,1,0,3,0,0,0,2,21,211.0,1.0,0.0,1.0,809.0,809.0,757.0,0.0,1948,330,15.0,2585379177.0,89.0,253.0,10004591.0,2018,211.0
Kefar Blum,357,724,492,2,490,0,134,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,68,0,0,0,244,1,2,0,1,0,0,0,2,21,211.0,1.0,0.0,1.0,771.0,771.0,737.0,0.0,1943,330,15.0,2572678641.0,75.0,253.0,10004591.0,2018,211.0
Yad Mordekhay,358,694,535,4,531,0,193,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,4,0,0,0,56,0,0,0,240,6,1,0,4,0,0,0,6,61,614.0,36.0,0.0,1.0,767.0,766.0,737.0,1.0,1943,330,15.0,1581461092.0,33.0,633.0,10001829.0,2018,0.0
Nizzanim,359,347,254,0,254,0,93,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,8,0,0,0,139,0,0,0,2,0,0,0,6,61,614.0,36.0,0.0,1.0,382.0,382.0,374.0,0.0,1943,330,6.0,1654862504.0,29.0,633.0,10001821.0,2018,0.0
Giv'at Nili,360,431,329,0,329,0,46,0,0,0,9,48,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,119,0,0,0,91,3,1,0,0,0,0,0,3,32,323.0,45.0,0.0,1.0,726.0,726.0,724.0,0.0,1953,310,9.0,2041471707.0,111.0,351.0,10004233.0,2018,0.0
Ruhama,362,502,347,0,347,0,140,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,175,0,1,0,0,0,0,0,6,61,614.0,37.0,0.0,1.0,687.0,657.0,622.0,30.0,1944,330,15.0,1720360070.0,150.0,651.0,10001829.0,2018,620.0
Hafez Hayyim,363,335,284,0,284,0,3,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0,6,1,6,0,22,0,0,0,4,44,441.0,31.0,143.0,1.0,561.0,561.0,561.0,0.0,1944,330,8.0,1811563304.0,70.0,456.0,15002488.0,2018,420.0
Kefar Uriyya,364,541,424,0,424,0,96,0,0,0,25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,66,0,0,0,140,4,0,0,2,0,0,0,1,11,112.0,26.0,444.0,1.0,924.0,919.0,905.0,5.0,1944,310,1.0,1950363342.0,158.0,151.0,15000597.0,2018,0.0
Bet Qeshet,365,480,353,0,353,0,182,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5,0,2,0,0,0,19,0,0,0,137,0,0,0,1,0,0,0,2,22,222.0,3.0,0.0,1.0,706.0,706.0,691.0,0.0,1944,330,15.0,2372073606.0,144.0,206.0,10004552.0,2018,214.0
Shamir,366,678,498,0,498,0,188,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,25,0,0,0,269,0,0,0,0,0,0,0,2,21,211.0,1.0,0.0,1.0,912.0,912.0,860.0,0.0,1944,330,15.0,2619478579.0,169.0,253.0,10004591.0,2018,211.0
En HaEmeq,367,585,467,0,467,0,35,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,293,0,0,0,82,21,1,0,5,0,0,0,2,23,236.0,13.0,0.0,1.0,775.0,775.0,770.0,0.0,1944,350,0.0,2082272605.0,216.0,254.0,10004394.0,2018,213.0
Biriyya,368,592,434,0,434,1,20,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,238,0,0,0,38,58,13,0,31,0,0,0,2,21,212.0,2.0,0.0,1.0,843.0,843.0,840.0,0.0,1945,350,0.0,2471076480.0,751.0,209.0,10004528.0,2018,211.0
Gal'ed (Even Yizhaq),369,370,274,0,274,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,9,0,0,0,165,0,0,0,0,0,0,0,2,23,236.0,13.0,0.0,1.0,490.0,489.0,472.0,1.0,1945,330,15.0,2074471810.0,168.0,254.0,10004394.0,2018,213.0
Gezer,370,385,205,1,204,0,72,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,13,0,0,0,106,0,0,0,0,0,0,0,4,43,432.0,30.0,143.0,1.0,286.0,284.0,277.0,2.0,1945,330,15.0,1925264268.0,111.0,426.0,10002228.0,2018,0.0
Ramot Naftali,372,439,317,3,314,0,63,0,0,0,10,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,78,0,0,0,136,9,1,0,3,0,0,0,2,21,212.0,55.0,0.0,1.0,556.0,556.0,537.0,0.0,1945,310,1.0,2520277853.0,411.0,253.0,10004591.0,2018,211.0
Bet HaLewi,373,533,428,1,427,0,76,0,0,0,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,43,0,0,0,217,1,0,0,1,0,0,0,4,41,411.0,16.0,141.0,1.0,803.0,803.0,802.0,0.0,1945,310,1.0,1937569557.0,9.0,409.0,15000060.0,2018,0.0
Huqoq,374,457,307,0,307,0,150,0,0,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,15,0,0,0,115,0,0,0,4,0,0,0,2,22,221.0,6.0,0.0,1.0,587.0,581.0,551.0,6.0,1945,330,15.0,2466775401.0,-30.0,214.0,10004552.0,2018,214.0
