sName,sSymbol,eligble voters,voters,droped,valid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,district,subdistrict,Natural area,Municipal status,Metropolitan affiliation,religion,Total Population 2018,Jews and others,Thereof: Jews,Arabs,Founding year,Current type of locality,Organizational affiliation,Coordinates,height,Planning Commission,Police space,year,Cluster Local Authorities
Giv'at Ze'ev,3730,11582,8864,27,8837,0,128,0,0,0,678,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,153,0,0,0,0,1,3301,0,0,6,831,1782,1851,0,89,0,0,0,7,74,0.0,99.0,445.0,1.0,17922.0,17895.0,17752.0,27.0,1983,170,0.0,2159264036.0,550.0,705.0,10002489.0,2018,0.0
Giv'at Hen,207,301,249,1,248,0,40,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,25,0,0,0,168,0,0,0,0,0,0,0,4,42,421.0,20.0,131.0,1.0,363.0,363.0,360.0,0.0,1933,310,1.0,1883167498.0,50.0,417.0,10002133.0,2018,0.0
Giv'at Hayyim (Ihud),2018,972,732,1,731,0,208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,18,0,0,0,486,0,1,0,3,0,0,0,4,41,411.0,16.0,141.0,1.0,1137.0,1137.0,1111.0,0.0,1932,330,15.0,1938370064.0,20.0,409.0,15000060.0,2018,0.0
Giv'at Hayyim(Me'uhad),173,889,667,0,667,0,216,0,0,0,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,17,0,0,0,0,0,45,0,0,0,361,1,0,0,2,0,0,0,4,41,411.0,16.0,141.0,1.0,1006.0,1006.0,981.0,0.0,1932,330,15.0,1937069975.0,16.0,409.0,15000060.0,2018,0.0
Giv'at Yo'av,4021,471,331,3,328,0,30,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,76,0,0,1,178,0,0,0,0,0,0,0,2,29,294.0,71.0,0.0,1.0,703.0,702.0,678.0,1.0,1968,310,1.0,2641674503.0,294.0,219.0,10004579.0,2018,211.0
Giv'at Ye'arim,787,933,704,3,701,0,95,0,0,0,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,16,0,0,0,0,0,280,0,0,0,187,43,9,0,9,0,0,0,1,11,111.0,26.0,444.0,1.0,1461.0,1460.0,1434.0,1.0,1950,310,1.0,2088063269.0,657.0,151.0,15000597.0,2018,0.0
Giv'at Yesha'yahu,919,513,391,0,391,0,103,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,64,0,0,0,178,10,1,0,1,0,0,0,1,11,112.0,26.0,444.0,1.0,828.0,828.0,816.0,0.0,1958,310,6.0,1948961988.0,260.0,151.0,15000597.0,2018,0.0
Giv'at Koah,802,651,482,1,481,0,22,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,254,0,0,0,112,34,7,0,6,0,0,0,4,42,422.0,25.0,142.0,1.0,923.0,923.0,903.0,0.0,1950,310,1.0,1940765983.0,60.0,424.0,10002168.0,2018,0.0
Giv'at Nili,360,439,341,0,341,0,29,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,167,0,0,2,122,4,3,0,0,0,0,0,3,32,323.0,45.0,0.0,1.0,726.0,726.0,724.0,0.0,1953,310,9.0,2041471707.0,111.0,351.0,10004233.0,2018,0.0
Giv'at Oz,703,401,257,1,256,0,73,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,16,0,0,0,147,2,0,0,0,0,0,0,2,23,234.0,13.0,0.0,1.0,474.0,473.0,449.0,1.0,1949,330,15.0,2189071785.0,100.0,254.0,10004249.0,2018,213.0
Giv'at Shemu'el,681,18240,13891,43,13848,0,582,1,0,0,4000,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,2,310,1,0,0,0,0,4279,0,0,10,3395,787,300,0,100,1,0,0,4,42,422.0,0.0,132.0,1.0,26023.0,25991.0,25658.0,32.0,1942,160,0.0,1860166490.0,21.0,427.0,10001516.0,2018,0.0
Giv'at Shappira,1077,215,172,1,171,0,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,126,2,1,0,0,0,0,0,4,41,411.0,16.0,141.0,1.0,408.0,408.0,406.0,0.0,1958,310,10.0,1886069600.0,26.0,409.0,15000060.0,2018,0.0
Giv'ati,793,654,493,2,491,0,21,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,256,0,0,0,112,58,3,0,0,0,0,0,6,61,611.0,33.0,143.0,1.0,1022.0,1022.0,1007.0,0.0,1950,310,1.0,1698062683.0,30.0,616.0,10001821.0,2018,420.0
Giv'atayim,6300,48523,33978,117,33861,0,4963,1,0,0,1072,0,36,0,0,1,5,0,0,0,0,0,1,0,0,0,7,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,325,0,11,950,5,3,0,0,0,6880,0,2,18,18797,491,207,0,67,1,0,0,5,52,512.0,0.0,122.0,1.0,60212.0,60179.0,58228.0,33.0,1922,150,0.0,1822066430.0,3.0,503.0,10001533.0,2018,0.0
Gevar'am,342,316,239,1,238,0,44,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,26,0,0,1,142,2,1,0,1,0,0,0,6,61,614.0,36.0,0.0,1.0,470.0,470.0,450.0,0.0,1942,330,15.0,1632461117.0,75.0,633.0,10001829.0,2018,0.0
Gevat,133,681,553,2,551,0,131,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,29,0,0,0,378,0,0,0,2,0,0,0,2,23,234.0,9.0,0.0,1.0,935.0,935.0,922.0,0.0,1926,330,15.0,2202173114.0,65.0,254.0,10004411.0,2018,213.0
Gadot,35,368,242,0,242,0,78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,143,0,0,0,0,0,0,0,2,21,213.0,1.0,0.0,1.0,441.0,441.0,390.0,0.0,1949,330,15.0,2582276940.0,97.0,253.0,10004540.0,2018,211.0
Gadish,145,282,210,0,210,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,168,0,0,0,8,18,2,0,3,0,0,0,2,23,234.0,8.0,0.0,1.0,386.0,386.0,384.0,0.0,1956,310,1.0,2232471829.0,64.0,204.0,10004394.0,2018,213.0
Gid'ona,442,293,227,1,226,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,121,0,0,0,46,27,4,0,3,0,0,0,2,23,232.0,8.0,0.0,1.0,458.0,458.0,451.0,0.0,1949,350,0.0,2339371720.0,-23.0,204.0,10004394.0,2018,213.0
Gedera,2550,17628,13122,63,13059,0,834,0,0,0,626,0,10,0,0,0,3,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,30,0,0,461,3,0,0,0,2,5212,0,2,5,4886,747,144,0,81,1,0,0,4,44,441.0,99.0,143.0,1.0,28092.0,27974.0,27403.0,118.0,1884,160,0.0,1792663560.0,30.0,431.0,15002488.0,2018,420.0
Gonen,852,343,234,0,234,0,56,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,13,0,0,0,156,0,0,0,0,0,0,0,2,21,211.0,1.0,0.0,1.0,370.0,370.0,358.0,0.0,1951,330,15.0,2607478109.0,69.0,253.0,10004591.0,2018,211.0
Goren,755,342,267,0,267,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,28,44,1,0,2,0,0,0,2,24,244.0,52.0,0.0,1.0,428.0,422.0,419.0,6.0,1950,310,1.0,2224377349.0,340.0,255.0,10004302.0,2018,212.0
Gornot HaGalil,1219,165,108,1,107,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,60,0,0,0,22,14,2,0,0,0,0,0,2,24,244.0,52.0,0.0,1.0,186.0,185.0,178.0,1.0,1980,350,0.0,2236377386.0,340.0,255.0,10004302.0,2018,212.0
Gazit,457,633,450,0,450,0,176,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,21,0,0,0,229,0,0,0,0,0,0,0,2,23,233.0,9.0,0.0,1.0,725.0,725.0,691.0,0.0,1948,330,15.0,2422172722.0,101.0,254.0,10004394.0,2018,213.0
Gezer,370,385,207,1,206,0,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,19,0,0,0,116,0,0,0,0,0,0,0,4,43,432.0,30.0,143.0,1.0,286.0,284.0,277.0,2.0,1945,330,15.0,1925264268.0,111.0,426.0,10002228.0,2018,0.0
Ge'a,706,556,423,0,423,0,46,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,0,0,0,0,115,0,0,0,231,3,4,0,2,0,0,0,6,61,614.0,36.0,0.0,1.0,970.0,970.0,947.0,0.0,1949,310,1.0,1624261519.0,48.0,633.0,10001829.0,2018,0.0
Gibbeton,196,265,217,1,216,0,41,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,33,0,1,0,126,1,2,0,0,0,0,0,4,44,441.0,28.0,143.0,1.0,363.0,363.0,360.0,0.0,1933,350,0.0,1811964406.0,37.0,456.0,10002241.0,2018,420.0
Gizo,1043,146,113,0,113,0,22,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,32,3,1,0,0,0,0,0,1,11,112.0,26.0,0.0,1.0,204.0,204.0,202.0,0.0,1968,350,0.0,1943163471.0,181.0,151.0,15000597.0,2018,0.0
Gilon,1204,924,693,0,693,0,73,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,1,0,0,0,0,100,0,0,0,462,0,0,0,0,0,0,0,2,24,242.0,56.0,241.0,1.0,1029.0,1029.0,1004.0,0.0,1980,370,9.0,2224475646.0,204.0,205.0,10004465.0,2018,210.0
Gilat,736,1021,775,4,771,0,27,0,0,0,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,461,0,0,1,161,36,7,0,5,0,0,0,6,62,622.0,42.0,344.0,1.0,1437.0,1437.0,1433.0,0.0,1949,310,1.0,1668758193.0,126.0,651.0,10001893.0,2018,620.0
Ginnosar,262,539,371,1,370,0,80,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,61,0,0,1,211,1,0,0,3,0,0,0,2,22,221.0,6.0,0.0,1.0,593.0,590.0,568.0,3.0,1937,330,15.0,2493075035.0,-214.0,214.0,10004552.0,2018,214.0
Ginnegar,92,540,379,2,377,0,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,8,0,0,0,0,0,38,0,0,0,224,1,1,0,0,0,0,0,2,23,234.0,9.0,0.0,1.0,707.0,690.0,665.0,17.0,1922,330,15.0,2244572993.0,79.0,254.0,10004411.0,2018,213.0
Ginnaton,863,656,519,2,517,0,56,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,123,0,0,0,290,14,0,0,4,0,0,0,4,43,432.0,25.0,142.0,1.0,902.0,900.0,878.0,2.0,1949,310,1.0,1919965223.0,49.0,424.0,10002261.0,2018,0.0
Gitta,1206,203,139,1,138,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,0,0,36,0,0,1,49,0,1,0,0,0,0,0,2,24,243.0,52.0,0.0,1.0,286.0,286.0,247.0,0.0,1980,370,13.0,2236176356.0,409.0,255.0,10004484.0,2018,212.0
Gittit,3613,241,195,0,195,0,3,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,62,0,0,0,28,0,6,0,2,0,0,0,7,75,0.0,75.0,0.0,1.0,476.0,476.0,474.0,0.0,1973,310,9.0,2375966764.0,252.0,712.0,10003262.0,2018,0.0
Gal'on,393,470,327,1,326,0,104,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,0,0,200,1,0,0,0,0,0,0,6,61,611.0,35.0,0.0,1.0,549.0,549.0,526.0,0.0,1946,330,15.0,1856261577.0,180.0,632.0,10001813.0,2018,420.0
Gilgal,3606,155,91,1,90,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,37,0,0,0,32,1,1,0,1,0,0,0,7,75,0.0,75.0,0.0,1.0,178.0,162.0,150.0,16.0,1970,330,15.0,2424165627.0,-261.0,712.0,10003262.0,2018,0.0
Gelil Yam,346,352,275,0,275,0,77,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,10,0,0,0,165,8,0,0,1,0,0,0,5,51,511.0,19.0,121.0,1.0,520.0,520.0,516.0,0.0,1943,330,15.0,1842067381.0,34.0,401.0,10001605.0,2018,0.0
Gal'ed (Even Yizhaq),369,369,284,0,284,0,66,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,7,0,0,0,196,0,0,0,0,0,0,0,2,23,236.0,13.0,0.0,1.0,490.0,489.0,472.0,1.0,1945,330,15.0,2074471810.0,168.0,254.0,10004394.0,2018,213.0
Gimzo,745,676,553,1,552,0,17,0,0,0,313,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,139,0,0,0,27,25,18,0,9,0,0,0,4,43,431.0,25.0,142.0,1.0,1206.0,1206.0,1206.0,0.0,1950,310,8.0,1945464834.0,86.0,424.0,10002261.0,2018,0.0
Gan HaDarom,1072,356,291,0,291,0,25,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,105,0,0,0,132,3,3,0,0,0,0,0,4,44,441.0,32.0,143.0,1.0,614.0,614.0,609.0,0.0,1953,310,10.0,1717663473.0,35.0,456.0,10001821.0,2018,0.0
Gan HaShomeron,225,629,488,2,486,0,82,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,56,0,0,0,317,1,0,0,0,0,0,0,3,32,324.0,14.0,0.0,1.0,840.0,839.0,831.0,1.0,1934,310,10.0,2000870764.0,38.0,351.0,10004261.0,2018,0.0
Gan Hayyim,239,533,422,0,422,0,54,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,0,0,0,0,0,41,0,0,0,299,1,1,0,1,0,0,0,4,42,421.0,20.0,141.0,1.0,834.0,831.0,821.0,3.0,1935,310,1.0,1912867798.0,49.0,417.0,10002133.0,2018,0.0
Gan Yoshiyya,734,639,497,0,497,0,76,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,51,0,0,0,336,3,1,0,0,0,0,0,4,41,412.0,16.0,141.0,1.0,990.0,990.0,975.0,0.0,1949,310,1.0,1996469519.0,27.0,409.0,15000060.0,2018,0.0
Gan Yavne,166,16531,12372,42,12330,1,449,0,0,0,631,0,9,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,0,0,565,2,1,0,0,1,5601,0,1,9,4100,821,73,0,37,2,0,0,4,44,441.0,99.0,143.0,1.0,23752.0,23683.0,22931.0,69.0,1931,160,0.0,1724863297.0,29.0,429.0,10001821.0,2018,0.0
Gan Ner,1274,2101,1492,3,1489,0,100,0,0,0,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,55,0,0,0,0,0,628,0,0,1,599,26,7,0,3,0,0,0,2,23,232.0,8.0,0.0,1.0,2704.0,2699.0,2635.0,5.0,1987,190,0.0,2319971531.0,117.0,204.0,10004394.0,2018,213.0
Gan Soreq,311,264,206,0,206,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,46,0,0,0,128,0,1,0,0,0,0,0,4,44,442.0,27.0,143.0,1.0,688.0,688.0,684.0,0.0,1950,310,1.0,1775365029.0,29.0,456.0,15002488.0,2018,0.0
Gan Shelomo,144,400,323,0,323,0,92,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,12,0,0,0,208,1,0,0,1,0,0,0,4,44,441.0,28.0,143.0,1.0,572.0,572.0,528.0,0.0,1927,330,15.0,1810764287.0,37.0,456.0,15002488.0,2018,420.0
Gan Shemu'el,72,871,674,1,673,0,284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,14,0,0,0,366,0,0,0,0,0,0,0,3,32,324.0,14.0,0.0,1.0,929.0,928.0,909.0,1.0,1913,330,15.0,1955870649.0,16.0,351.0,10004261.0,2018,0.0
Gannot,836,351,269,1,268,0,23,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,84,0,0,0,139,3,5,0,0,0,0,0,4,43,432.0,40.0,133.0,1.0,589.0,589.0,586.0,0.0,1953,310,10.0,1839465836.0,23.0,425.0,10002207.0,2018,0.0
Gannot Hadar,549,713,545,1,544,0,38,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,146,0,0,0,327,11,2,0,0,0,0,0,4,41,411.0,18.0,141.0,1.0,960.0,960.0,950.0,0.0,1964,350,0.0,1908469191.0,41.0,412.0,15000060.0,2018,0.0
Ganne Hadar,1103,258,202,0,202,0,31,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,34,0,0,0,123,0,1,0,0,0,0,0,4,43,432.0,30.0,143.0,1.0,321.0,321.0,319.0,0.0,1958,350,0.0,1862764289.0,80.0,426.0,10002241.0,2018,0.0
Ganne Tal,1371,421,367,0,367,0,3,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,106,0,0,0,15,16,8,0,5,0,0,0,4,44,441.0,31.0,143.0,1.0,802.0,802.0,802.0,0.0,2010,370,2.0,1803963293.0,71.0,456.0,15002488.0,2018,420.0
Ganne Yohanan,862,531,400,1,399,0,24,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,145,0,0,0,195,11,3,0,1,0,0,0,4,44,441.0,30.0,143.0,1.0,629.0,629.0,623.0,0.0,1950,310,1.0,1848064064.0,52.0,426.0,10002241.0,2018,0.0
Ganne Modi'in,3823,1882,1486,5,1481,0,4,0,0,0,211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,392,0,0,0,11,696,125,0,38,0,0,0,7,74,0.0,73.0,0.0,1.0,2488.0,2488.0,2484.0,0.0,1996,190,0.0,2017564847.0,179.0,711.0,10004054.0,2018,0.0
Ganne Am,218,212,167,0,167,0,32,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,29,0,0,0,98,0,0,0,0,0,0,0,4,42,421.0,20.0,142.0,1.0,242.0,242.0,240.0,0.0,1934,350,0.0,1908667313.0,29.0,417.0,10002133.0,2018,0.0
Ganne Tiqwa,229,14737,11497,37,11460,0,777,0,0,0,476,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,1,315,2,0,0,0,0,2881,0,1,11,5758,918,252,0,23,1,0,0,4,42,422.0,99.0,132.0,1.0,19263.0,19252.0,19001.0,11.0,1953,170,0.0,1883666301.0,60.0,428.0,10001516.0,2018,0.0
Ga'ash,842,672,524,1,523,0,165,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,29,0,0,0,305,2,1,0,0,0,0,0,4,41,411.0,19.0,141.0,1.0,763.0,763.0,750.0,0.0,1951,330,15.0,1836668178.0,28.0,401.0,15000060.0,2018,0.0
Ga'ton,463,547,375,0,375,0,107,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,32,0,0,0,218,2,0,0,0,0,0,0,2,24,243.0,4.0,0.0,1.0,693.0,691.0,679.0,2.0,1948,330,15.0,2204176793.0,305.0,201.0,10004302.0,2018,212.0
Gefen,39,266,224,0,224,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,148,0,0,0,19,38,2,0,4,0,0,0,1,11,112.0,26.0,0.0,1.0,405.0,405.0,401.0,0.0,1955,310,2.0,1885762761.0,140.0,151.0,15000597.0,2018,0.0
Gerofit,1129,289,169,0,169,0,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,19,0,0,0,108,0,0,0,0,0,0,0,6,62,625.0,53.0,0.0,1.0,248.0,246.0,235.0,2.0,1963,330,15.0,2059542802.0,97.0,608.0,10001955.0,2018,0.0
Geshur,4022,220,153,2,151,0,14,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,30,0,0,0,86,2,0,0,1,0,0,0,2,29,294.0,71.0,0.0,1.0,283.0,283.0,272.0,0.0,1971,330,15.0,2674574724.0,331.0,219.0,10004579.0,2018,211.0
Gesher,305,413,261,2,259,0,78,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,27,0,0,1,145,0,0,0,1,0,0,0,2,23,231.0,7.0,0.0,1.0,421.0,419.0,400.0,2.0,1939,330,15.0,2519972518.0,-220.0,202.0,10004568.0,2018,214.0
Gesher HaZiw,574,1181,819,3,816,0,142,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,32,0,0,0,0,0,210,0,0,1,397,3,0,0,2,0,0,0,2,24,245.0,4.0,241.0,1.0,1644.0,1634.0,1594.0,10.0,1949,330,15.0,2108077155.0,-16.0,201.0,10004302.0,2018,212.0
